,Year,Cost,Energy Cost,Capacity,Energy Source
914,2018,0.14910279,Concentrated solar power levelized cost of energy,5810.934,Concentrated solar power
915,2018,0.14910279,Concentrated solar power levelized cost of energy,117993.89,Bioenergy
916,2018,0.14910279,Concentrated solar power levelized cost of energy,13477.021,Geothermal
917,2018,0.039836742,Hydropower levelized cost of energy,1293203.7457,Hydropower
918,2018,0.039836742,Hydropower levelized cost of energy,540726.356,Onshore wind energy
919,2018,0.039836742,Hydropower levelized cost of energy,23589.6,Offshore wind energy
920,2018,0.039836742,Hydropower levelized cost of energy,482990.3126,Solar photovoltaic
921,2018,0.039836742,Hydropower levelized cost of energy,5810.934,Concentrated solar power
922,2018,0.039836742,Hydropower levelized cost of energy,117993.89,Bioenergy
923,2018,0.039836742,Hydropower levelized cost of energy,13477.021,Geothermal
924,2018,0.05087996,Onshore wind levelized cost of energy,1293203.7457,Hydropower
925,2018,0.05087996,Onshore wind levelized cost of energy,540726.356,Onshore wind energy
926,2018,0.05087996,Onshore wind levelized cost of energy,23589.6,Offshore wind energy
927,2018,0.05087996,Onshore wind levelized cost of energy,482990.3126,Solar photovoltaic
928,2018,0.05087996,Onshore wind levelized cost of energy,5810.934,Concentrated solar power
929,2018,0.05087996,Onshore wind levelized cost of energy,117993.89,Bioenergy
930,2018,0.05087996,Onshore wind levelized cost of energy,13477.021,Geothermal
931,2019,0.06393309,Bioenergy levelized cost of energy,1311570.8587,Hydropower
932,2019,0.06393309,Bioenergy levelized cost of energy,592780.904,Onshore wind energy
933,2019,0.06393309,Bioenergy levelized cost of energy,28302.3,Offshore wind energy
934,2019,0.06393309,Bioenergy levelized cost of energy,584623.1626,Solar photovoltaic
935,2019,0.06393309,Bioenergy levelized cost of energy,6376.884,Concentrated solar power
936,2019,0.06393309,Bioenergy levelized cost of energy,123812.523,Bioenergy
937,2019,0.06393309,Bioenergy levelized cost of energy,14095.061,Geothermal
938,2019,0.067305215,Geothermal levelized cost of energy,1311570.8587,Hydropower
939,2019,0.067305215,Geothermal levelized cost of energy,592780.904,Onshore wind energy
940,2019,0.067305215,Geothermal levelized cost of energy,28302.3,Offshore wind energy
941,2019,0.067305215,Geothermal levelized cost of energy,584623.1626,Solar photovoltaic
942,2019,0.067305215,Geothermal levelized cost of energy,6376.884,Concentrated solar power
943,2019,0.067305215,Geothermal levelized cost of energy,123812.523,Bioenergy
944,2019,0.067305215,Geothermal levelized cost of energy,14095.061,Geothermal
945,2019,0.08638764,Offshore wind levelized cost of energy,1311570.8587,Hydropower
946,2019,0.08638764,Offshore wind levelized cost of energy,592780.904,Onshore wind energy
947,2019,0.08638764,Offshore wind levelized cost of energy,28302.3,Offshore wind energy
948,2019,0.08638764,Offshore wind levelized cost of energy,584623.1626,Solar photovoltaic
949,2019,0.08638764,Offshore wind levelized cost of energy,6376.884,Concentrated solar power
950,2019,0.08638764,Offshore wind levelized cost of energy,123812.523,Bioenergy
951,2019,0.08638764,Offshore wind levelized cost of energy,14095.061,Geothermal
952,2019,0.062119152,Solar photovoltaic levelized cost of energy,1311570.8587,Hydropower
953,2019,0.062119152,Solar photovoltaic levelized cost of energy,592780.904,Onshore wind energy
954,2019,0.062119152,Solar photovoltaic levelized cost of energy,28302.3,Offshore wind energy
955,2019,0.062119152,Solar photovoltaic levelized cost of energy,584623.1626,Solar photovoltaic
956,2019,0.062119152,Solar photovoltaic levelized cost of energy,6376.884,Concentrated solar power
957,2019,0.062119152,Solar photovoltaic levelized cost of energy,123812.523,Bioenergy
958,2019,0.062119152,Solar photovoltaic levelized cost of energy,14095.061,Geothermal
959,2019,0.21183106,Concentrated solar power levelized cost of energy,1311570.8587,Hydropower
960,2019,0.21183106,Concentrated solar power levelized cost of energy,592780.904,Onshore wind energy
961,2019,0.21183106,Concentrated solar power levelized cost of energy,28302.3,Offshore wind energy
962,2019,0.21183106,Concentrated solar power levelized cost of energy,584623.1626,Solar photovoltaic
963,2019,0.21183106,Concentrated solar power levelized cost of energy,6376.884,Concentrated solar power
964,2019,0.21183106,Concentrated solar power levelized cost of energy,123812.523,Bioenergy
965,2019,0.21183106,Concentrated solar power levelized cost of energy,14095.061,Geothermal
966,2019,0.041408572,Hydropower levelized cost of energy,1311570.8587,Hydropower
967,2019,0.041408572,Hydropower levelized cost of energy,592780.904,Onshore wind energy
968,2019,0.041408572,Hydropower levelized cost of energy,28302.3,Offshore wind energy
969,2019,0.041408572,Hydropower levelized cost of energy,584623.1626,Solar photovoltaic
970,2019,0.041408572,Hydropower levelized cost of energy,6376.884,Concentrated solar power
971,2019,0.041408572,Hydropower levelized cost of energy,123812.523,Bioenergy
972,2019,0.041408572,Hydropower levelized cost of energy,14095.061,Geothermal
973,2019,0.044592004,Onshore wind levelized cost of energy,1311570.8587,Hydropower
974,2019,0.044592004,Onshore wind levelized cost of energy,592780.904,Onshore wind energy
975,2019,0.044592004,Onshore wind levelized cost of energy,28302.3,Offshore wind energy
976,2019,0.044592004,Onshore wind levelized cost of energy,584623.1626,Solar photovoltaic
977,2019,0.044592004,Onshore wind levelized cost of energy,6376.884,Concentrated solar power
978,2019,0.044592004,Onshore wind levelized cost of energy,123812.523,Bioenergy
979,2019,0.044592004,Onshore wind levelized cost of energy,14095.061,Geothermal
980,2020,0.07247308,Bioenergy levelized cost of energy,1335495.7917,Hydropower
981,2020,0.07247308,Bioenergy levelized cost of energy,697265.503,Onshore wind energy
982,2020,0.07247308,Bioenergy levelized cost of energy,34357.65,Offshore wind energy
983,2020,0.07247308,Bioenergy levelized cost of energy,710700.2416,Solar photovoltaic
984,2020,0.07247308,Bioenergy levelized cost of energy,6510.684,Concentrated solar power
985,2020,0.07247308,Bioenergy levelized cost of energy,132870.774,Bioenergy
986,2020,0.07247308,Bioenergy levelized cost of energy,14437.561,Geothermal
987,2020,0.054264043,Geothermal levelized cost of energy,1335495.7917,Hydropower
988,2020,0.054264043,Geothermal levelized cost of energy,697265.503,Onshore wind energy
989,2020,0.054264043,Geothermal levelized cost of energy,34357.65,Offshore wind energy
990,2020,0.054264043,Geothermal levelized cost of energy,710700.2416,Solar photovoltaic
991,2020,0.054264043,Geothermal levelized cost of energy,6510.684,Concentrated solar power
992,2020,0.054264043,Geothermal levelized cost of energy,132870.774,Bioenergy
993,2020,0.054264043,Geothermal levelized cost of energy,14437.561,Geothermal
994,2020,0.08626575,Offshore wind levelized cost of energy,1335495.7917,Hydropower
995,2020,0.08626575,Offshore wind levelized cost of energy,697265.503,Onshore wind energy
996,2020,0.08626575,Offshore wind levelized cost of energy,34357.65,Offshore wind energy
997,2020,0.08626575,Offshore wind levelized cost of energy,710700.2416,Solar photovoltaic
998,2020,0.08626575,Offshore wind levelized cost of energy,6510.684,Concentrated solar power
999,2020,0.08626575,Offshore wind levelized cost of energy,132870.774,Bioenergy
1000,2020,0.08626575,Offshore wind levelized cost of energy,14437.561,Geothermal
1001,2020,0.055443965,Solar photovoltaic levelized cost of energy,1335495.7917,Hydropower
1002,2020,0.055443965,Solar photovoltaic levelized cost of energy,697265.503,Onshore wind energy
1003,2020,0.055443965,Solar photovoltaic levelized cost of energy,34357.65,Offshore wind energy
1004,2020,0.055443965,Solar photovoltaic levelized cost of energy,710700.2416,Solar photovoltaic
1005,2020,0.055443965,Solar photovoltaic levelized cost of energy,6510.684,Concentrated solar power
1006,2020,0.055443965,Solar photovoltaic levelized cost of energy,132870.774,Bioenergy
1007,2020,0.055443965,Solar photovoltaic levelized cost of energy,14437.561,Geothermal
1008,2020,0.10665299,Concentrated solar power levelized cost of energy,1335495.7917,Hydropower
1009,2020,0.10665299,Concentrated solar power levelized cost of energy,697265.503,Onshore wind energy
1010,2020,0.10665299,Concentrated solar power levelized cost of energy,34357.65,Offshore wind energy
1011,2020,0.10665299,Concentrated solar power levelized cost of energy,710700.2416,Solar photovoltaic
1012,2020,0.10665299,Concentrated solar power levelized cost of energy,6510.684,Concentrated solar power
1013,2020,0.10665299,Concentrated solar power levelized cost of energy,132870.774,Bioenergy
1014,2020,0.10665299,Concentrated solar power levelized cost of energy,14437.561,Geothermal
1015,2020,0.045965873,Hydropower levelized cost of energy,1335495.7917,Hydropower
1016,2020,0.045965873,Hydropower levelized cost of energy,697265.503,Onshore wind energy
1017,2020,0.045965873,Hydropower levelized cost of energy,34357.65,Offshore wind energy
1018,2020,0.045965873,Hydropower levelized cost of energy,710700.2416,Solar photovoltaic
1019,2020,0.045965873,Hydropower levelized cost of energy,6510.684,Concentrated solar power
1020,2020,0.045965873,Hydropower levelized cost of energy,132870.774,Bioenergy
1021,2020,0.045965873,Hydropower levelized cost of energy,14437.561,Geothermal
1022,2020,0.03713682,Onshore wind levelized cost of energy,1335495.7917,Hydropower
1023,2020,0.03713682,Onshore wind levelized cost of energy,697265.503,Onshore wind energy
1024,2020,0.03713682,Onshore wind levelized cost of energy,34357.65,Offshore wind energy
1025,2020,0.03713682,Onshore wind levelized cost of energy,710700.2416,Solar photovoltaic
1026,2020,0.03713682,Onshore wind levelized cost of energy,6510.684,Concentrated solar power
1027,2020,0.03713682,Onshore wind levelized cost of energy,132870.774,Bioenergy
1028,2020,0.03713682,Onshore wind levelized cost of energy,14437.561,Geothermal
1029,2021,0.067342535,Bioenergy levelized cost of energy,1360502.0497,Hydropower
1030,2021,0.067342535,Bioenergy levelized cost of energy,769227.387,Onshore wind energy
1031,2021,0.067342535,Bioenergy levelized cost of energy,54256.98,Offshore wind energy
1032,2021,0.067342535,Bioenergy levelized cost of energy,848404.5486,Solar photovoltaic
1033,2021,0.067342535,Bioenergy levelized cost of energy,6390.554,Concentrated solar power
1034,2021,0.067342535,Bioenergy levelized cost of energy,143194.631,Bioenergy
1035,2021,0.067342535,Bioenergy levelized cost of energy,15959.561,Geothermal
1036,2021,0.06761599,Geothermal levelized cost of energy,1360502.0497,Hydropower
1037,2021,0.06761599,Geothermal levelized cost of energy,769227.387,Onshore wind energy
1038,2021,0.06761599,Geothermal levelized cost of energy,54256.98,Offshore wind energy
1039,2021,0.06761599,Geothermal levelized cost of energy,848404.5486,Solar photovoltaic
1040,2021,0.06761599,Geothermal levelized cost of energy,6390.554,Concentrated solar power
1041,2021,0.06761599,Geothermal levelized cost of energy,143194.631,Bioenergy
1042,2021,0.06761599,Geothermal levelized cost of energy,15959.561,Geothermal
1043,2021,0.07516697,Offshore wind levelized cost of energy,1360502.0497,Hydropower
1044,2021,0.07516697,Offshore wind levelized cost of energy,769227.387,Onshore wind energy
1045,2021,0.07516697,Offshore wind levelized cost of energy,54256.98,Offshore wind energy
1046,2021,0.07516697,Offshore wind levelized cost of energy,848404.5486,Solar photovoltaic
1047,2021,0.07516697,Offshore wind levelized cost of energy,6390.554,Concentrated solar power
1048,2021,0.07516697,Offshore wind levelized cost of energy,143194.631,Bioenergy
1049,2021,0.07516697,Offshore wind levelized cost of energy,15959.561,Geothermal
1050,2021,0.04834554,Solar photovoltaic levelized cost of energy,1360502.0497,Hydropower
1051,2021,0.04834554,Solar photovoltaic levelized cost of energy,769227.387,Onshore wind energy
1052,2021,0.04834554,Solar photovoltaic levelized cost of energy,54256.98,Offshore wind energy
1053,2021,0.04834554,Solar photovoltaic levelized cost of energy,848404.5486,Solar photovoltaic
1054,2021,0.04834554,Solar photovoltaic levelized cost of energy,6390.554,Concentrated solar power
1055,2021,0.04834554,Solar photovoltaic levelized cost of energy,143194.631,Bioenergy
1056,2021,0.04834554,Solar photovoltaic levelized cost of energy,15959.561,Geothermal
1057,2021,0.11424175,Concentrated solar power levelized cost of energy,1360502.0497,Hydropower
1058,2021,0.11424175,Concentrated solar power levelized cost of energy,769227.387,Onshore wind energy
1059,2021,0.11424175,Concentrated solar power levelized cost of energy,54256.98,Offshore wind energy
1060,2021,0.11424175,Concentrated solar power levelized cost of energy,848404.5486,Solar photovoltaic
1061,2021,0.11424175,Concentrated solar power levelized cost of energy,6390.554,Concentrated solar power
1062,2021,0.11424175,Concentrated solar power levelized cost of energy,143194.631,Bioenergy
1063,2021,0.11424175,Concentrated solar power levelized cost of energy,15959.561,Geothermal
1064,2021,0.04829987,Hydropower levelized cost of energy,1360502.0497,Hydropower
1065,2021,0.04829987,Hydropower levelized cost of energy,769227.387,Onshore wind energy
1066,2021,0.04829987,Hydropower levelized cost of energy,54256.98,Offshore wind energy
1067,2021,0.04829987,Hydropower levelized cost of energy,848404.5486,Solar photovoltaic
1068,2021,0.04829987,Hydropower levelized cost of energy,6390.554,Concentrated solar power
1069,2021,0.04829987,Hydropower levelized cost of energy,143194.631,Bioenergy
1070,2021,0.04829987,Hydropower levelized cost of energy,15959.561,Geothermal
1071,2021,0.033123367,Onshore wind levelized cost of energy,1360502.0497,Hydropower
1072,2021,0.033123367,Onshore wind levelized cost of energy,769227.387,Onshore wind energy
1073,2021,0.033123367,Onshore wind levelized cost of energy,54256.98,Offshore wind energy
1074,2021,0.033123367,Onshore wind levelized cost of energy,848404.5486,Solar photovoltaic
1075,2021,0.033123367,Onshore wind levelized cost of energy,6390.554,Concentrated solar power
1076,2021,0.033123367,Onshore wind levelized cost of energy,143194.631,Bioenergy
1077,2021,0.033123367,Onshore wind levelized cost of energy,15959.561,Geothermal
